ID,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine(cc),Power(bhp),Seats,Price(in 10000$)
1237,Audi Q3 2.0 TDI Quattro,2013,60000,Diesel,Automatic,First,17.32 kmpl,1968,184,5,21
1238,Hyundai i20 Magna Optional 1.4 CRDi,2014,12400,Diesel,Manual,First,21.9 kmpl,1396,88.8,5,4.65
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2013,87000,Diesel,Automatic,Second,19.27 kmpl,2143,167.62,5,17
1240,Maruti Ritz VDi,2013,20248,Diesel,Manual,First,21.1 kmpl,1248,73.9,5,4.35
1241,Hyundai Creta 1.6 SX Plus Diesel,2017,52383,Diesel,Manual,First,19.67 kmpl,1582,126.2,5,14.82
1242,Jaguar XE 2.0L Diesel Prestige,2018,1000,Diesel,Automatic,First,13.6 kmpl,1999,177,5,40
1243,Mahindra Xylo D4,2016,85000,Diesel,Manual,First,14.95 kmpl,2489,93.7,7,6.15
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,47000,Diesel,Manual,First,12.99 kmpl,2494,100.6,7,11.25
1245,Toyota Camry 2.5 Hybrid,2018,17585,Petrol,Automatic,First,19.16 kmpl,2494,157.7,5,32
1246,Audi Q5 3.0 TDI Quattro,2018,32496,Diesel,Automatic,First,13.22 kmpl,2967,241.4,5,45.62
1247,Maruti Swift VDI,2017,34613,Diesel,Manual,First,28.4 kmpl,1248,74,5,6.24
1248,Maruti Ertiga VDI Limited Edition,2015,153000,Diesel,Manual,First,20.77 kmpl,1248,88.76,7,4.8
1249,Maruti Swift VXi BSIV,2014,54000,Petrol,Manual,Second,16.1 kmpl,1197,85,5,4.5
1250,Hyundai i10 Sportz,2015,16900,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,3.87
1251,Hyundai i10 Sportz,2013,62334,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,2.75
1252,Maruti Baleno Sigma 1.2,2018,23714,Petrol,Manual,First,21.4 kmpl,1197,83.1,5,6.57
1253,Hyundai Accent Executive,2010,52325,Petrol,Manual,First,16.36 kmpl,1495,93.7,5,2
1254,Honda Brio S MT,2012,50000,Petrol,Manual,First,19.4 kmpl,1198,86.8,5,3.65
1255,Maruti Swift ZDi,2016,55746,Diesel,Manual,First,22.9 kmpl,1248,74,5,6.95
1256,Hyundai Xcent 1.2 VTVT S,2014,54000,Petrol,Manual,First,20.14 kmpl,1197,81.86,5,5.5
1257,Mahindra XUV500 W8 2WD,2013,43000,Diesel,Manual,First,16.0 kmpl,2179,140,7,7
1258,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,40000,Diesel,Automatic,First,13.0 kmpl,2143,201.1,5,24
1259,Land Rover Freelander 2 TD4 S,2010,125000,Diesel,Automatic,Second,0.0 kmpl,2179,115,5,11
1260,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2016,51944,Diesel,Automatic,First,19.27 kmpl,2143,170,5,32.5
1261,Hyundai i20 Asta 1.4 CRDi,2015,46950,Diesel,Manual,First,21.27 kmpl,1396,88.76,5,6.45
1262,Skoda Octavia Elegance 2.0 TDI AT,2015,23000,Diesel,Automatic,First,19.3 kmpl,1968,141,5,15.75
1263,Honda City 1.5 S MT,2014,54546,Petrol,Manual,First,17.0 kmpl,1497,118,5,5.5
1264,Toyota Fortuner 4x2 AT,2015,51535,Diesel,Automatic,First,12.55 kmpl,2982,168.5,7,19.03
1265,Audi Q3 2.0 TDI Quattro,2013,45000,Diesel,Automatic,First,17.32 kmpl,1968,184,5,15.25
1266,Maruti Alto K10 2010-2014 VXI,2012,46004,Petrol,Manual,First,20.92 kmpl,998,67.1,5,2.4
1267,Tata Indigo eCS LX BSIV,2011,124000,Diesel,Manual,First,23.03 kmpl,1396,69,5,2.3
1268,Audi A4 2.0 TDI 177  Premium Plus,2014,77395,Diesel,Automatic,First,17.11 kmpl,1968,174.33,5,14.35
1269,Maruti Alto 800 2016-2019 CNG LXI,2018,10600,CNG,Manual,First,33.44 km/kg,796,40.3,4,3.5
1270,Honda City i-VTEC CVT VX,2018,22974,Petrol,Automatic,First,18.0 kmpl,1497,117.3,5,11.97
1271,Hyundai Santro GLS I - Euro II,2009,89000,Petrol,Manual,Second,0.0 kmpl,999,null ,5,1.6
1272,Toyota Fortuner 2.8 2WD MT,2015,65012,Diesel,Manual,First,14.24 kmpl,2755,174.5,7,18.9
1273,Hyundai Grand i10 Sportz,2017,17125,Petrol,Manual,First,18.9 kmpl,1197,82,5,5.4
1274,Maruti Eeco 7 Seater Standard,2015,90413,Petrol,Manual,First,15.1 kmpl,1196,73,7,2.95
1275,Volkswagen Polo Petrol Highline 1.2L,2013,37000,Petrol,Manual,First,16.47 kmpl,1198,73.9,5,5.1
1276,Maruti Wagon R LXI Minor,2006,65000,Petrol,Manual,First,18.9 kmpl,1061,67,5,1.5
1277,Honda City 1.5 V MT,2011,66000,Petrol,Manual,First,17.0 kmpl,1497,118,5,4.9
1278,Honda Civic 2010-2013 1.8 S MT,2010,86000,Petrol,Manual,First,14.8 kmpl,1799,130.2,5,2.9
1279,Honda City 1.5 EXI,2005,98437,Petrol,Manual,First,13.0 kmpl,1493,100,5,1.15
1280,Hyundai i20 1.2 Magna,2010,18000,Petrol,Manual,First,18.5 kmpl,1197,80,5,2.3
1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,2018,35070,Diesel,Manual,First,24.0 kmpl,1120,70,5,5.99
1282,Volkswagen Vento Petrol Highline AT,2011,42000,Petrol,Automatic,Third,14.4 kmpl,1598,103.6,5,3.4
1283,Hyundai i10 Sportz 1.2,2009,40000,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,1.7
1284,Hyundai i20 Asta,2009,43000,Petrol,Manual,First,17.0 kmpl,1197,80,5,1.99
1285,Chevrolet Beat LS,2012,65000,Petrol,Manual,First,18.6 kmpl,1199,79.4,5,2.5
1286,Volkswagen Polo Diesel Highline 1.2L,2013,74000,Diesel,Manual,First,22.07 kmpl,1199,73.9,5,4.85
1287,Ford Figo Petrol LXI,2010,51192,Petrol,Manual,First,15.6 kmpl,1196,70,5,2.65
1288,Audi TT 2.0 TFSI,2014,14262,Petrol,Automatic,First,9.9 kmpl,1984,207.8,2,27.35
1289,Honda City i DTEC VX,2015,66339,Diesel,Manual,Second,25.1 kmpl,1498,98.6,5,6.9
1290,Ford Figo Diesel Titanium,2013,90200,Diesel,Manual,First,20.0 kmpl,1399,68.05,5,3.5
1291,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,57854,Diesel,Manual,First,12.99 kmpl,2494,100.6,7,12.5
1292,Maruti Ciaz 1.4 AT Alpha,2017,32000,Petrol,Automatic,First,19.12 kmpl,1373,91.1,5,9.2
1293,Hyundai Grand i10 AT Asta,2015,29631,Petrol,Automatic,First,18.9 kmpl,1197,82,5,4.9
1294,Honda City 1.3 DX,2009,55005,Petrol,Manual,First,12.8 kmpl,90,90,90,3.2
1295,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,2014,54173,Petrol,Manual,First,18.88 kmpl,999,123.24,5,5.55
1296,Skoda Octavia Ambition 1.8 TSI AT,2014,50000,Petrol,Automatic,First,14.7 kmpl,1798,177.6,5,13.5
1297,Fiat Linea Emotion (Diesel),2010,145000,Diesel,Manual,First,20.4 kmpl,1248,91.7,5,2.6
1298,Maruti Swift Lxi BSIII,2015,78000,Petrol,Manual,First,16.1 kmpl,1298,88.2,5,4.5
1299,Land Rover Discovery 4 TDV6 SE,2013,65000,Diesel,Automatic,Second,11.8 kmpl,2993,180,7,34
1300,Toyota Innova 2.5 V Diesel 7-seater,2012,120000,Diesel,Manual,First,12.8 kmpl,2494,102,7,12
1301,Maruti Swift LDI,2015,14000,Diesel,Manual,First,28.4 kmpl,1248,74,5,5.25
1302,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,57456,Diesel,Automatic,First,17.68 kmpl,1968,174.33,5,21.56
1303,BMW 5 Series 520d Luxury Line,2012,44450,Diesel,Automatic,First,22.48 kmpl,1995,190,5,24.68
1304,Hyundai i20 Magna Optional 1.2,2013,63777,Petrol,Manual,First,18.5 kmpl,1197,82.9,5,3.67
1305,BMW X1 M Sport sDrive 20d,2016,31000,Diesel,Automatic,First,17.05 kmpl,1995,190,5,29.5
1306,Toyota Etios G,2012,60000,Petrol,Manual,First,17.6 kmpl,1496,88.73,5,3.1
1307,Tata Indigo LX,2015,78008,Diesel,Manual,First,17.0 kmpl,1405,70,5,2.9
1308,Mercedes-Benz M-Class ML 350 4Matic,2014,33000,Diesel,Automatic,Second,0.0 kmpl,2987,165,5,43
1309,Volkswagen Beetle 2.0,2009,27078,Petrol,Automatic,First,10.98 kmpl,1984,114.4,4,15.95
1310,Volkswagen Polo GT TDI,2011,57275,Diesel,Manual,First,19.7 kmpl,1598,103.6,5,4.5
1311,Hyundai Grand i10 CRDi Magna,2014,45000,Diesel,Manual,First,24.0 kmpl,1120,70,5,3.49
1312,Maruti Swift VDI BSIV,2014,57319,Diesel,Manual,First,25.2 kmpl,1248,74,5,4.25
1313,Hyundai Verna CRDi 1.4 E,2008,121097,Diesel,Manual,Second,24.0 kmpl,1396,88.76,5,1.9
1314,BMW 5 Series 2003-2012 525d,2011,89000,Diesel,Automatic,First,16.73 kmpl,1995,218,5,16.57
1315,Honda City 1.5 S MT,2012,72000,Petrol,Manual,First,17.0 kmpl,1497,118,5,5.75
1316,Audi A4 2.0 TDI,2013,36000,Diesel,Automatic,Second,16.55 kmpl,1968,147.51,5,14
1317,Fiat Linea Classic Plus 1.3 Multijet,2013,86000,Diesel,Manual,Second,19.5 kmpl,1248,75,5,2.5
1318,Honda City 1.3 EXI,2002,85000,Petrol,Manual,First,13.0 kmpl,1343,90,5,1.2
1319,Fiat Petra 1.2 EL,2005,120000,Petrol,Manual,Second,15.5 kmpl,1242,null ,5,0.85
1320,BMW 3 Series 320d Luxury Line,2013,37613,Diesel,Automatic,First,22.69 kmpl,1995,190,5,13.95
1321,Ford Fiesta 1.4 Duratec EXI,2007,100000,Petrol,Manual,First,16.6 kmpl,1388,68,5,1.6
1322,Tata Nano XTA,2016,5240,Petrol,Automatic,First,21.9 kmpl,624,37.48,4,3.6
1323,Maruti Eeco 5 STR With AC Plus HTR CNG,2018,20000,CNG,Manual,First,15.1 km/kg,1196,73,5,4.5
1324,Maruti Ignis 1.2 Delta,2019,16862,Petrol,Manual,First,20.89 kmpl,1197,81.8,5,6.06
1325,Maruti Swift Dzire ZXi,2013,59254,Petrol,Manual,Second,17.5 kmpl,1298,85.8,5,5.29
1326,Ford Ecosport 1.5 DV5 MT Titanium,2014,60000,Diesel,Manual,First,22.7 kmpl,1498,89.84,5,5.75
1327,Maruti Swift 1.3 ZXI,2015,50295,Petrol,Manual,First,16.1 kmpl,90,90,90,5.8
1328,Maruti Swift Dzire VXI,2014,47674,Petrol,Manual,First,19.1 kmpl,1197,85.8,5,5.72
1329,Hyundai i10 Sportz AT,2014,61517,Petrol,Automatic,First,16.95 kmpl,1197,78.9,5,4.39
1330,Mahindra XUV500 W6 2WD,2016,62946,Diesel,Manual,First,15.1 kmpl,2179,140,7,11.05
1331,Hyundai i20 Magna 1.4 CRDi,2015,66823,Diesel,Manual,Second,22.54 kmpl,1396,88.73,5,4.83
1332,Maruti Wagon R CNG LXI,2013,79494,CNG,Manual,First,33.54 km/kg,998,67.04,5,2.96
1333,Hyundai i20 Asta 1.4 CRDi,2012,107000,Diesel,Manual,Second,21.27 kmpl,1396,88.76,5,4.5
1334,BMW 7 Series 730Ld,2011,55000,Diesel,Automatic,Second,16.46 kmpl,2993,258,5,19.5
1335,Skoda Rapid 1.6 MPI AT Style Plus,2017,24000,Petrol,Automatic,First,14.3 kmpl,1598,103.52,5,8.75
1336,Audi Q7 45 TDI Quattro Technology,2016,20002,Diesel,Automatic,First,14.75 kmpl,2967,245,7,67
1337,Honda City i VTEC VX,2016,54317,Petrol,Manual,First,17.4 kmpl,1497,117.3,5,8.4
1338,Hyundai Xcent 1.2 Kappa SX,2016,10200,Petrol,Manual,First,19.1 kmpl,1197,82,5,4.99
1339,Honda City i DTec E,2016,24337,Diesel,Manual,First,26.0 kmpl,1498,98.6,5,8.18
1340,Honda Brio S Option MT,2012,79000,Petrol,Manual,First,18.4 kmpl,1198,86.8,5,2.9
1341,Maruti Ciaz ZDi Plus SHVS,2015,40500,Diesel,Manual,First,28.09 kmpl,1248,88.5,5,7.1
1342,Maruti Swift Dzire VDI Optional,2016,23000,Diesel,Manual,First,26.59 kmpl,1248,74,5,7.05
1343,Honda CR-V 2.4L 4WD AT,2015,63050,Petrol,Automatic,First,11.1 kmpl,2354,158.8,5,17.5
1344,Toyota Corolla Altis 2008-2013 1.8 VL AT,2008,78000,Petrol,Automatic,Second,14.53 kmpl,1794,138.1,5,3.41
1345,Maruti Baleno Vxi,2005,70000,Petrol,Manual,First,0.0 kmpl,1590,null ,5,1.3
1346,Honda City 1.5 V MT,2012,66245,Petrol,Manual,First,17.0 kmpl,1497,118,5,5.68
1347,Mahindra Scorpio LX BS IV,2007,74112,Diesel,Manual,First,12.05 kmpl,2179,120,9,4.1
1348,Skoda Laura 1.8 TSI Ambiente,2011,87670,Petrol,Manual,First,13.4 kmpl,1798,157.8,5,4
1349,BMW 3 Series 320d Sport Line,2015,10000,Diesel,Automatic,First,18.88 kmpl,1995,184,5,30
1350,Maruti SX4 Zxi BSIII,2007,62493,Petrol,Manual,First,15.0 kmpl,1586,104.68,5,1.8
1351,Maruti Ciaz VXi Plus,2015,44620,Petrol,Manual,First,20.73 kmpl,1373,91.1,5,6.93
1352,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,2012,66538,Diesel,Automatic,First,10.2 kmpl,4367,308,7,70
1353,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,60000,Diesel,Manual,First,12.99 kmpl,2494,100,7,7.9
1354,Hyundai Santro Xing GL,2011,20842,Petrol,Manual,First,0.0 kmpl,1086,62,5,2.78
1355,Hyundai Santa Fe 4WD AT,2014,110000,Diesel,Automatic,First,13.01 kmpl,2199,194.3,7,14.4
1356,Mercedes-Benz New C-Class C250 Avantgarde,2011,45000,Petrol,Automatic,Second,11.74 kmpl,1796,186,5,13.5
1357,Maruti Wagon R LXI CNG,2014,40000,CNG,Manual,Second,26.6 km/kg,998,58.16,5,3.15
1358,Maruti Alto LXi,2012,49008,Petrol,Manual,First,19.7 kmpl,796,46.3,5,2.88
1359,Maruti Alto 800 2016-2019 LXI,2016,31000,Petrol,Manual,First,24.7 kmpl,796,47.3,5,2.15
1360,Nissan Sunny 2011-2014 XV,2013,8000,Petrol,Manual,First,16.95 kmpl,1498,97.7,5,3.75
1361,Maruti Alto 800 2016-2019 VXI,2019,171,Petrol,Manual,First,24.7 kmpl,796,47.3,5,3.6
1362,Maruti Alto K10 VXI,2018,2100,Petrol,Manual,First,24.07 kmpl,998,67.1,5,3.6
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197,81.86,5,7.55
1364,Honda Mobilio S i DTEC,2015,50000,Diesel,Manual,First,24.2 kmpl,1498,98.6,7,4.7
1365,Tata Manza Aqua Quadrajet,2010,100030,Diesel,Manual,Second,18.8 kmpl,1248,90,5,1.6
1366,Chevrolet Optra Magnum 2.0 LT,2011,75372,Diesel,Manual,First,16.52 kmpl,1991,123.7,5,3.34
1367,Honda City i VTEC CVT VX,2016,60475,Petrol,Automatic,First,18.0 kmpl,1497,117.3,5,9.1
1368,Hyundai Grand i10 1.2 Kappa Sportz,2019,18453,Petrol,Manual,First,18.9 kmpl,1197,81.86,5,6.17
1369,Hyundai Verna CRDi 1.6 SX,2008,96578,Diesel,Manual,First,22.0 kmpl,1582,126.2,5,2.5
1370,Nissan Micra XL,2016,31001,Petrol,Manual,First,18.44 kmpl,1198,75,5,3
1371,Hyundai Verna 1.6 SX,2012,65900,Diesel,Manual,First,22.32 kmpl,1582,126.32,5,5.75
1372,Hyundai Creta 1.6 VTVT E Plus,2017,26246,Petrol,Manual,First,15.29 kmpl,1591,121.3,5,10.75
1373,Maruti Wagon R VXI BS IV,2013,62700,Petrol,Manual,Second,20.51 kmpl,998,67.04,5,2.85
1374,Honda Accord 2.4 Elegance A/T,2008,90000,Petrol,Automatic,First,10.2 kmpl,2354,180,5,6.5
1375,Honda City 1.5 S AT,2016,36000,Petrol,Automatic,First,16.8 kmpl,1497,118,5,9.45
1376,Maruti Baleno Alpha 1.3,2016,46000,Diesel,Manual,First,27.39 kmpl,1248,74,5,6.75
1377,Honda City i DTec V,2017,73003,Diesel,Manual,First,26.0 kmpl,1498,98.6,5,7.75
1378,Hyundai i20 Era 1.4 CRDi,2014,46566,Diesel,Manual,First,22.54 kmpl,1396,88.76,5,4.4
1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,2015,41493,Diesel,Automatic,First,13.0 kmpl,2987,265,5,42
1380,Nissan Terrano XV 110 PS,2014,103788,Diesel,Manual,First,19.01 kmpl,1461,108.5,5,5.67
1381,Renault Duster 110PS Diesel RxZ AMT,2016,45000,Diesel,Automatic,First,19.6 kmpl,1461,108.45,5,11.5
1382,Maruti Wagon R LXI Minor,2009,120000,Petrol,Manual,First,18.9 kmpl,998,67.1,5,1.69
1383,Hyundai Getz 1.5 CRDi GVS,2009,97359,Diesel,Manual,Second,17.1 kmpl,1493,110,5,1.8
1384,Maruti Ritz LXi,2016,62000,Petrol,Manual,First,18.5 kmpl,1197,85.8,5,3.2
1385,Honda City 1.5 GXI,2004,115000,Petrol,Manual,Second,0.0 kmpl,90,90,90,1.5
1386,BMW 5 Series 520d Sport Line,2019,18373,Diesel,Automatic,First,22.48 kmpl,1995,187.74,5,45.86
1387,Volkswagen Polo 1.2 MPI Highline,2016,60453,Petrol,Manual,First,16.47 kmpl,1198,74,5,5.1
1388,Maruti Swift VDI BSIV,2013,37000,Diesel,Manual,First,17.8 kmpl,1248,null ,5,4.85
1389,Ford Figo Petrol ZXI,2010,69009,Petrol,Manual,Second,15.6 kmpl,1196,70,5,2.4
1390,BMW 3 Series 320d Luxury Line,2013,30000,Diesel,Automatic,First,18.88 kmpl,1995,184,5,22
1391,Hyundai Verna 1.6 SX CRDi (O),2012,70707,Diesel,Manual,First,22.32 kmpl,1582,126.32,5,4.28
1392,Renault Duster 85PS Diesel RxL,2015,64677,Diesel,Manual,First,20.45 kmpl,1461,83.8,5,5.67
1393,Hyundai Grand i10 1.2 Kappa Magna AT,2018,3000,Petrol,Automatic,First,18.9 kmpl,1197,81.86,5,6.2
1394,BMW X1 sDrive20d,2013,49000,Diesel,Automatic,Second,17.05 kmpl,1995,184,5,14.49
1395,Maruti Ritz VDi,2010,71000,Diesel,Manual,First,21.1 kmpl,1248,73.9,5,3
1396,Hyundai i10 Era 1.1 iTech SE,2010,52000,Petrol,Manual,Second,19.81 kmpl,1086,68.05,5,2.25
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,35659,Diesel,Automatic,First,15.97 kmpl,2993,258,7,43.78
1398,Honda City V MT Exclusive,2019,5377,Petrol,Manual,First,16.8 kmpl,1497,116.3,5,11.45
1399,Mahindra Ssangyong Rexton RX7,2014,65000,Diesel,Automatic,First,11.18 kmpl,2696,184,7,10.5
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,92708,Diesel,Manual,First,22.7 kmpl,1498,89.84,5,7.48
1401,Maruti Alto LXi,2010,48105,Petrol,Manual,First,19.7 kmpl,796,46.3,5,3.1
1402,Volkswagen Polo 1.2 MPI Highline,2011,46759,Petrol,Manual,First,16.47 kmpl,1198,74,5,2.55
1403,Volkswagen Polo Diesel Comfortline 1.2L,2013,62000,Diesel,Manual,First,22.07 kmpl,1199,73.9,5,3.5
1404,Volkswagen Polo Diesel Highline 1.2L,2012,35175,Diesel,Manual,First,22.07 kmpl,1199,73.9,5,2.59
1405,Maruti Ertiga ZDI,2013,70000,Diesel,Manual,First,20.77 kmpl,1248,88.8,7,5.45
1406,Ford EcoSport 1.5 TDCi Ambiente,2017,30000,Diesel,Manual,First,22.77 kmpl,1498,98.59,5,6
1407,Toyota Innova Crysta 2.8 ZX AT,2016,66618,Diesel,Automatic,First,11.36 kmpl,2755,171.5,7,15.49
1408,BMW 5 Series 523i Sedan,2010,69300,Petrol,Automatic,Second,10.8 kmpl,2497,150,5,12.5
1409,Maruti Swift Dzire Tour LDI,2017,148000,Diesel,Manual,First,23.4 kmpl,1248,74,5,4.75
1410,Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,22000,Petrol,Manual,First,18.88 kmpl,999,123.24,5,7.85
1411,Hyundai Verna CRDi SX,2013,75000,Diesel,Manual,First,16.8 kmpl,1493,110,5,6
1412,Tata Zest Revotron 1.2T XM,2016,43706,Petrol,Manual,First,17.57 kmpl,1193,88.7,5,4
1413,Audi A7 2011-2015 3.0 TDI Quattro,2011,42000,Diesel,Automatic,First,14.4 kmpl,2967,241.4,5,28.75
1414,Tata Indica Vista Quadrajet VX,2012,65000,Diesel,Manual,First,22.3 kmpl,1248,74,5,2.5
1415,Maruti Swift Dzire VDI,2015,76128,Diesel,Manual,First,26.59 kmpl,1248,74,5,5.5
1416,Fiat Linea Emotion,2010,39852,Petrol,Manual,First,16.0 kmpl,1368,90,5,1.59
1417,Hyundai i20 1.2 Spotz,2017,18673,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,6.22
1418,Hyundai EON Era Plus,2016,11583,Petrol,Manual,First,21.1 kmpl,814,55.2,5,2.75
1419,Hyundai Santro Xing XL,2007,82000,Petrol,Manual,Second,0.0 kmpl,1086,null ,5,1.35
1420,Mercedes-Benz GLA Class 200 CDI SPORT,2017,50000,Diesel,Automatic,First,17.9 kmpl,2143,136,5,25
1421,Maruti Celerio VXI,2014,77000,Petrol,Manual,First,23.1 kmpl,998,67.04,5,2.8
1422,Chevrolet Beat LT,2014,54890,Petrol,Manual,Second,17.8 kmpl,1199,76.8,5,2.45
1423,Honda Jazz 1.2 V AT i VTEC Privilege,2016,21000,Petrol,Automatic,First,19.0 kmpl,1199,88.7,5,6.35
1424,BMW 3 Series 320d Highline,2009,58557,Diesel,Automatic,Third,16.07 kmpl,1995,181,5,8
1425,Renault Duster 110PS Diesel RxL,2014,70000,Diesel,Manual,First,19.01 kmpl,1461,108.45,5,8.25
1426,Ford Figo 2015-2019 1.5P Titanium AT,2017,16000,Petrol,Automatic,First,17.01 kmpl,1499,110.4,5,5.95
1427,Toyota Innova Crysta 2.4 VX MT,2018,8899,Diesel,Manual,First,13.68 kmpl,2393,147.8,7,19.92
1428,Chevrolet Beat Diesel LS,2016,83629,Diesel,Manual,First,25.44 kmpl,936,56.3,5,3.15
1429,Volkswagen Polo GTI,2014,35059,Petrol,Automatic,First,17.21 kmpl,1798,189,4,5.75
1430,Ford Endeavour 3.2 Trend AT 4X4,2018,30552,Diesel,Automatic,First,10.91 kmpl,3198,197.2,7,32.44
1431,Hyundai Verna 1.6 SX CRDI (O) AT,2016,44875,Diesel,Automatic,Second,22.32 kmpl,1582,126.32,5,8.01
1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,25095,Petrol,Manual,First,18.16 kmpl,1196,86.8,5,6.48
1433,Maruti 800 AC,2007,59000,Petrol,Manual,First,16.1 kmpl,796,37,4,0.75
1434,Honda City i DTEC V,2014,36000,Diesel,Manual,First,26.0 kmpl,1498,98.6,5,5
1435,Mahindra XUV500 W8 2WD,2012,37000,Diesel,Manual,First,16.0 kmpl,2179,140,7,7.75
1436,Ford Figo Diesel ZXI,2010,90000,Diesel,Manual,First,20.0 kmpl,1399,68,5,2.6
1437,Ford EcoSport 1.5 Petrol Titanium,2018,17000,Petrol,Manual,First,17.0 kmpl,1497,121.36,5,9.2
1438,Hyundai i20 Asta 1.2,2015,42575,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,5.05
1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,131000,Diesel,Manual,First,12.99 kmpl,2494,100,7,9.6
1440,Renault Duster 85PS Diesel RxL Optional,2013,74000,Diesel,Manual,First,20.46 kmpl,1461,83.8,5,5.5
1441,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,47234,Diesel,Manual,First,12.99 kmpl,2494,100.6,8,9.35
1442,Honda City 1.5 S MT,2009,231673,Petrol,Manual,First,17.0 kmpl,1497,118,5,2.6
1443,Maruti Alto K10 VXI,2016,10000,Petrol,Manual,First,24.07 kmpl,998,67.1,5,3.5
1444,Nissan Micra Active XL Petrol,2016,49389,Petrol,Manual,First,19.49 kmpl,1198,67.04,5,4.26
1445,Maruti Celerio VXI AT,2016,12000,Petrol,Automatic,Second,23.1 kmpl,998,67.04,5,4.25
1446,Mercedes-Benz New C-Class 200 Kompressor,2010,65000,Petrol,Manual,Second,11.7 kmpl,1796,178,5,11.75
1447,Ford Fiesta Diesel Style,2013,177000,Diesel,Manual,First,23.5 kmpl,1498,88.7,5,3.5
1448,Hyundai Verna 1.6 VTVT S,2015,89000,Petrol,Manual,First,17.01 kmpl,1591,121.3,5,7.5
1449,Hyundai i20 1.4 Asta (AT),2009,72000,Petrol,Automatic,Third,15.0 kmpl,1396,100,5,3.25
1450,Maruti Swift Dzire VXi,2012,49000,Petrol,Manual,First,17.5 kmpl,1298,85.8,5,4.9
1451,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,51355,Diesel,Automatic,First,14.84 kmpl,2143,170,5,27
1452,Hyundai Elite i20 Petrol Asta,2017,13460,Petrol,Manual,First,18.6 kmpl,1197,81.86,5,8.91
1453,Hyundai Verna 1.6 VTVT EX AT,2014,35642,Petrol,Automatic,First,17.01 kmpl,1591,121.4,5,6.69
1454,Chevrolet Cruze LTZ,2014,52895,Diesel,Manual,First,17.3 kmpl,1998,163.7,5,6.02
1455,Toyota Corolla Altis 1.8 G,2010,93000,Petrol,Manual,First,14.28 kmpl,1798,138.03,5,4.5
1456,Maruti A-Star Vxi,2011,70000,Petrol,Manual,First,19.0 kmpl,998,66.1,5,2
1457,Nissan Micra Diesel XV Premium,2012,32048,Diesel,Manual,First,23.08 kmpl,1461,63.1,5,2.4
1458,Tata Nano LX,2013,4700,Petrol,Manual,First,25.4 kmpl,624,37.48,4,1.2
1459,Maruti Swift Dzire Tour LDI,2014,71800,Diesel,Manual,First,23.4 kmpl,1248,74,5,2.9
1460,Land Rover Range Rover Sport 2005 2012 Sport,2008,69078,Petrol,Manual,First,0.0 kmpl,90,90,90,40.88
1461,Audi Q3 2.0 TDI Quattro,2016,45000,Diesel,Automatic,First,17.32 kmpl,1968,184,5,27
1462,Honda Amaze VX i-DTEC,2016,15388,Diesel,Manual,First,25.8 kmpl,1498,98.6,5,7.5
1463,Chevrolet Optra 1.6 LS,2004,98798,Petrol,Manual,First,14.7 kmpl,1599,104,5,1.5
1464,Audi Q5 2.0 TDI Premium Plus,2016,43000,Diesel,Automatic,First,14.16 kmpl,1968,174.3,5,39.5
1465,Maruti Ritz VDi,2012,85112,Diesel,Manual,First,23.2 kmpl,1248,73.94,5,3.39
1466,Mahindra Scorpio S6 7 Seater,2018,37804,Diesel,Manual,First,15.4 kmpl,2179,120,7,12.4
1467,Maruti Ciaz ZDi SHVS,2014,45000,Diesel,Manual,First,28.09 kmpl,1248,88.5,5,6.85
1468,Toyota Corolla Altis Aero D 4D J,2011,116000,Diesel,Manual,Second,21.43 kmpl,1364,138,5,5.75
1469,Tata Indica V2 eLS,2015,100073,Diesel,Manual,Second,25.0 kmpl,1396,69,5,2
1470,Maruti 800 Std BSIII,2006,165000,Petrol,Manual,First,16.1 kmpl,796,37,4,0.9
